***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: NEWAVE     - Versao FPHA_NEWAVE                             *
*                                                                     *
***********************************************************************


____________________________________________________________________

 PMO - AGOSTO - 2024 - sombra Hibrido - NW Versao 29.4                           
____________________________________________________________________

----------------------------------------------------------
Eco dos dados para a Evaporacao das usinas hidroeletricas.                      
----------------------------------------------------------
--------------------------------------------------------------------------------------------
IPER;          Indice do periodo                                                                                                                                                                        
USIH;          Numero de cadastro da usina hidroeletrica                                                                                                                                                
NomeUsih;      Nome de cadastro da usina hidroeletrica                                                                                                                                                  
Vol. Ref.;     Volume de referencia para a montagem da equacao linear para a evaporacao                                                                                                                 
Evap. Ref.;    Evaporacao de referencia para a montagem da equacao linear para a evaporacao.                                                                                                            
Cfevap;        Coeficiente de evaporacao mensal (cadastro)                                                                                                                                              
Flag Evap;     Flag para considerar a evaporacao.                                                                                                                                                       
Evap. Linear;  Flag para considerar o modelo linear para a evaporacao.                                                                                                                                  
Tip. Vol. Ref; Flag do tipo de volume de referencia: 0 - inicial; 1 - util medio.                                                                                                                       
--------------------------------------------------------------------------------------------

@Tabela
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
IPER ;USIH ;   NomeUsih   ; Vol. Ref. ;Evap. Ref. ; Cfevap ; Flag Evap ;Evap. Linear; Tip. Vol. Ref ;
  -  ;  -  ;      -       ;    HM3    ;    HM3    ;(mm/mes);     -     ;      -     ;       -       ;
-----;-----;--------------;-----------;-----------;--------;-----------;------------;---------------;
  15 ; 083 ; BAIXO IGUACU ;   201.24  ;     0.77  ;    25  ;     1     ;     1      ;     1         ;
  15 ; 086 ; BARRA GRANDE ;  3808.12  ;    -0.15  ;    -2  ;     1     ;     1      ;     1         ;
  15 ; 088 ; SAO ROQUE    ;   566.19  ;     1.38  ;    40  ;     1     ;     1      ;     1         ;
  15 ; 089 ; GARIBALDI    ;   264.00  ;    -0.12  ;    -5  ;     1     ;     1      ;     1         ;
  15 ; 090 ; CAMPOS NOVOS ;  1398.50  ;    -0.06  ;    -2  ;     1     ;     1      ;     1         ;
  15 ; 091 ; MACHADINHO   ;  2811.50  ;     4.04  ;    57  ;     1     ;     1      ;     1         ;
  15 ; 092 ; ITA          ;  4924.26  ;    -0.28  ;    -2  ;     1     ;     1      ;     1         ;
  15 ; 093 ; PASSO FUNDO  ;   887.00  ;     4.49  ;    40  ;     1     ;     1      ;     1         ;
  15 ; 094 ; MONJOLINHO   ;   147.29  ;    -0.02  ;    -4  ;     1     ;     1      ;     1         ;
  15 ; 095 ; QUEBRA QUEIX ;   124.00  ;     0.27  ;    58  ;     1     ;     1      ;     1         ;
  15 ; 101 ; SAO JOSE     ;   178.85  ;     1.34  ;    57  ;     1     ;     1      ;     1         ;
  15 ; 102 ; PASSO S JOAO ;    95.99  ;     0.75  ;    38  ;     1     ;     1      ;     1         ;
  15 ; 103 ; FOZ CHAPECO  ;  1466.16  ;    -0.87  ;   -11  ;     1     ;     1      ;     1         ;
  15 ; 097 ; CASTRO ALVES ;    92.46  ;     0.01  ;     3  ;     1     ;     1      ;     1         ;
  15 ; 098 ; MONTE CLARO  ;    11.35  ;     0.08  ;    64  ;     1     ;     1      ;     1         ;
  15 ; 099 ; 14 DE JULHO  ;    55.42  ;     0.34  ;    64  ;     1     ;     1      ;     1         ;
  15 ; 110 ; ERNESTINA    ;   140.00  ;     1.43  ;    52  ;     1     ;     1      ;     1         ;
  15 ; 111 ; PASSO REAL   ;  1967.50  ;     0.76  ;     5  ;     1     ;     1      ;     1         ;
  15 ; 112 ; JACUI        ;    19.60  ;     0.29  ;    61  ;     1     ;     1      ;     1         ;
  15 ; 113 ; ITAUBA       ;   594.90  ;     0.05  ;     3  ;     1     ;     1      ;     1         ;
  15 ; 114 ; D. FRANCISCA ;   320.41  ;     0.02  ;     1  ;     1     ;     1      ;     1         ;
  15 ; 115 ; G.P. SOUZA   ;   101.00  ;     0.21  ;    27  ;     1     ;     1      ;     1         ;
  15 ; 215 ; SALTO PILAO  ;     0.28  ;     0.00  ;    19  ;     1     ;     1      ;     1         ;
  15 ; 073 ; JORDAO       ;    97.50  ;     0.05  ;    54  ;     1     ;     1      ;     1         ;
  15 ; 076 ; SEGREDO      ;  2756.00  ;     4.17  ;    54  ;     1     ;     1      ;     1         ;
  15 ; 077 ; SLT.SANTIAGO ;  4718.50  ;     9.12  ;    54  ;     1     ;     1      ;     1         ;
  15 ; 078 ; SALTO OSORIO ;  1090.90  ;     2.86  ;    51  ;     1     ;     1      ;     1         ;
  15 ; 082 ; SALTO CAXIAS ;  3472.49  ;     6.93  ;    49  ;     1     ;     1      ;     1         ;
  15 ; 169 ; SOBRADINHO   ; 19781.50  ;   169.95  ;    61  ;     1     ;     1      ;     1         ;
  15 ; 172 ; ITAPARICA    ;  9008.00  ;    33.69  ;    47  ;     1     ;     1      ;     1         ;
  15 ; 176 ; COMP PAF-MOX ;  1212.00  ;    10.01  ;    47  ;     1     ;     1      ;     1         ;
  15 ; 178 ; XINGO        ;  3773.00  ;     2.82  ;    47  ;     1     ;     1      ;     1         ;
  15 ; 294 ; FICT.QUEIMAD ;   326.12  ;     0.71  ;    21  ;     1     ;     1      ;     1         ;
  15 ; 295 ; FICT.TRES MA ; 11889.00  ;    20.10  ;    28  ;     1     ;     1      ;     1         ;
  15 ; 308 ; FICT.RETIRO  ;   221.15  ;     0.19  ;     9  ;     1     ;     1      ;     1         ;
  15 ; 154 ; ITAPEBI      ;  1613.07  ;    -0.62  ;   -10  ;     1     ;     1      ;     1         ;
  15 ; 298 ; FICT.IRAPE   ;  4115.93  ;     2.91  ;    29  ;     1     ;     1      ;     1         ;
  15 ; 189 ; P. CAVALO    ;  2663.00  ;     1.11  ;    10  ;     1     ;     1      ;     1         ;
  15 ; 190 ; B. ESPERANCA ;  4129.00  ;    20.60  ;    64  ;     1     ;     1      ;     1         ;
  15 ; 204 ; CACH.CALDEIR ;   225.34  ;     1.17  ;    25  ;     1     ;     1      ;     1         ;
  15 ; 267 ; ESTREITO TOC ;  4944.50  ;     2.36  ;     4  ;     1     ;     1      ;     1         ;
  15 ; 275 ; TUCURUI      ; 30784.00  ;     8.36  ;     4  ;     1     ;     1      ;     1         ;
  15 ; 277 ; BALBINA      ; 14859.06  ;    48.78  ;    23  ;     1     ;     1      ;     1         ;
  15 ; 280 ; COARACY NUNE ;   135.38  ;     0.87  ;    38  ;     1     ;     1      ;     1         ;
  15 ; 284 ; FERREIRA GOM ;   123.31  ;     0.50  ;    30  ;     1     ;     1      ;     1         ;
  15 ; 286 ; STO ANT JARI ;   133.09  ;     1.20  ;    38  ;     1     ;     1      ;     1         ;
  15 ; 291 ; FICT.SERRA M ; 23043.75  ;    13.75  ;    16  ;     1     ;     1      ;     1         ;
  15 ; 292 ; FICT.CANA BR ;  2237.79  ;     2.50  ;    18  ;     1     ;     1      ;     1         ;
  15 ; 302 ; FICT.LAJEADO ;  5003.06  ;     5.63  ;     9  ;     1     ;     1      ;     1         ;
  15 ; 303 ; FICT.PEIXE A ;  2476.85  ;     2.91  ;    11  ;     1     ;     1      ;     1         ;
  15 ; 306 ; FICT.SAO SAL ;   936.28  ;     1.56  ;    15  ;     1     ;     1      ;     1         ;
  15 ; 314 ; PIMENTAL     ;  2276.29  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  15 ; 272 ; CURUA-UNA    ;   367.50  ;     0.72  ;    10  ;     1     ;     1      ;     1         ;
  15 ; 288 ; BELO MONTE   ;  2276.29  ;     2.92  ;     8  ;     1     ;     1      ;     1         ;
  16 ; 004 ; FUNIL-GRANDE ;   265.86  ;     1.58  ;    42  ;     1     ;     1      ;     1         ;
  16 ; 020 ; BATALHA      ;  1105.83  ;     4.30  ;    42  ;     1     ;     1      ;     1         ;
  16 ; 021 ; SERRA FACAO  ;  3475.50  ;     5.50  ;    35  ;     1     ;     1      ;     1         ;
  16 ; 027 ; CAPIM BRANC1 ;   234.70  ;     1.19  ;    38  ;     1     ;     1      ;     1         ;
  16 ; 028 ; CAPIM BRANC2 ;   867.55  ;     2.17  ;    40  ;     1     ;     1      ;     1         ;
  16 ; 029 ; CORUMBA IV   ;  3322.30  ;     4.89  ;    32  ;     1     ;     1      ;     1         ;
  16 ; 048 ; PIRAJU       ;   105.42  ;     0.82  ;    64  ;     1     ;     1      ;     1         ;
  16 ; 066 ; ITAIPU       ; 27914.01  ;    74.01  ;    57  ;     1     ;     1      ;     1         ;
  16 ; 131 ; NILO PECANHA ;     9.00  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  16 ; 132 ; FONTES       ;   393.81  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  16 ; 141 ; BAGUARI      ;    32.46  ;     0.73  ;    57  ;     1     ;     1      ;     1         ;
  16 ; 153 ; SAO DOMINGOS ;   131.30  ;     0.72  ;    38  ;     1     ;     1      ;     1         ;
  16 ; 155 ; RETIRO BAIXO ;   221.15  ;     0.64  ;    30  ;     1     ;     1      ;     1         ;
  16 ; 156 ; TRES MARIAS  ; 11889.00  ;    33.73  ;    47  ;     1     ;     1      ;     1         ;
  16 ; 162 ; QUEIMADO     ;   326.12  ;     1.12  ;    33  ;     1     ;     1      ;     1         ;
  16 ; 195 ; JAURU        ;    16.92  ;     0.06  ;    26  ;     1     ;     1      ;     1         ;
  16 ; 196 ; GUAPORE      ;    22.46  ;     0.07  ;    18  ;     1     ;     1      ;     1         ;
  16 ; 203 ; CORUMBA III  ;   840.50  ;     2.08  ;    32  ;     1     ;     1      ;     1         ;
  16 ; 227 ; SINOP        ;  2041.80  ;     1.02  ;     2  ;     1     ;     1      ;     1         ;
  16 ; 228 ; COLIDER      ;  1495.39  ;     1.50  ;    11  ;     1     ;     1      ;     1         ;
  16 ; 229 ; TELES PIRES  ;   961.11  ;     0.83  ;     6  ;     1     ;     1      ;     1         ;
  16 ; 230 ; SAO MANOEL   ;   566.12  ;    -0.63  ;   -10  ;     1     ;     1      ;     1         ;
  16 ; 241 ; SLT VERDINHO ;   392.58  ;     1.68  ;    46  ;     1     ;     1      ;     1         ;
  16 ; 249 ; OURINHOS     ;    20.86  ;     0.26  ;    59  ;     1     ;     1      ;     1         ;
  16 ; 251 ; SERRA MESA   ; 32775.00  ;    30.94  ;    26  ;     1     ;     1      ;     1         ;
  16 ; 252 ; CANA BRAVA   ;  2237.79  ;     3.74  ;    27  ;     1     ;     1      ;     1         ;
  16 ; 253 ; SAO SALVADOR ;   936.28  ;     2.18  ;    21  ;     1     ;     1      ;     1         ;
  16 ; 257 ; PEIXE ANGIC  ;  2476.85  ;     1.85  ;     7  ;     1     ;     1      ;     1         ;
  16 ; 261 ; LAJEADO      ;  5003.06  ;     1.88  ;     3  ;     1     ;     1      ;     1         ;
  16 ; 262 ; SALTO        ;   820.42  ;     2.53  ;    42  ;     1     ;     1      ;     1         ;
  16 ; 276 ; RONDON II    ;   335.23  ;     1.08  ;    18  ;     1     ;     1      ;     1         ;
  16 ; 281 ; PONTE PEDRA  ;    92.56  ;     0.52  ;    27  ;     1     ;     1      ;     1         ;
  16 ; 285 ; JIRAU        ;  2746.70  ;   -25.16  ;   -81  ;     1     ;     1      ;     1         ;
  16 ; 287 ; STO ANTONIO  ;  2282.80  ;   -23.70  ;   -81  ;     1     ;     1      ;     1         ;
  16 ; 290 ; ESPORA       ;   140.00  ;     0.94  ;    37  ;     1     ;     1      ;     1         ;
  16 ; 304 ; ITIQUIRA I   ;     4.99  ;     0.04  ;    19  ;     1     ;     1      ;     1         ;
  16 ; 305 ; ITIQUIRA II  ;     1.00  ;     0.00  ;    19  ;     1     ;     1      ;     1         ;
  16 ; 309 ; JURUENA      ;     2.93  ;     0.01  ;    13  ;     1     ;     1      ;     1         ;
  16 ; 310 ; DARDANELOS   ;     0.89  ;     0.00  ;    12  ;     1     ;     1      ;     1         ;
  16 ; 311 ; CACU         ;   211.60  ;     0.62  ;    39  ;     1     ;     1      ;     1         ;
  16 ; 312 ; B. COQUEIROS ;   321.43  ;     1.10  ;    42  ;     1     ;     1      ;     1         ;
  16 ; 315 ; FOZ R. CLARO ;    96.72  ;     0.41  ;    53  ;     1     ;     1      ;     1         ;
  16 ; 319 ; FICT.MAUA    ;  1805.00  ;     4.51  ;    60  ;     1     ;     1      ;     1         ;
  16 ; 117 ; GUARAPIRANGA ;    95.37  ;     0.85  ;    38  ;     1     ;     1      ;     1         ;
  16 ; 118 ; BILLINGS     ;   566.82  ;     3.89  ;    46  ;     1     ;     1      ;     1         ;
  16 ; 119 ; HENRY BORDEN ;     0.46  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  16 ; 120 ; JAGUARI      ;   839.50  ;     1.54  ;    37  ;     1     ;     1      ;     1         ;
  16 ; 121 ; PARAIBUNA    ;  3414.00  ;     4.77  ;    34  ;     1     ;     1      ;     1         ;
  16 ; 122 ; SANTA BRANCA ;   285.00  ;     0.78  ;    41  ;     1     ;     1      ;     1         ;
  16 ; 123 ; FUNIL        ;   585.50  ;     0.70  ;    24  ;     1     ;     1      ;     1         ;
  16 ; 124 ; LAJES        ;   222.68  ;     0.75  ;    25  ;     1     ;     1      ;     1         ;
  16 ; 126 ; PICADA       ;     6.85  ;     0.04  ;    28  ;     1     ;     1      ;     1         ;
  16 ; 127 ; SOBRAGI      ;     0.09  ;     0.00  ;    24  ;     1     ;     1      ;     1         ;
  16 ; 129 ; SIMPLICIO    ;    13.45  ;     0.25  ;    22  ;     1     ;     1      ;     1         ;
  16 ; 130 ; ILHA POMBOS  ;     5.79  ;     0.15  ;    37  ;     1     ;     1      ;     1         ;
  16 ; 133 ; P. PASSOS    ;    16.26  ;     0.03  ;    26  ;     1     ;     1      ;     1         ;
  16 ; 185 ; BARRA BRAUNA ;    34.00  ;     0.33  ;    38  ;     1     ;     1      ;     1         ;
  16 ; 134 ; SALTO GRANDE ;    67.86  ;     0.16  ;    28  ;     1     ;     1      ;     1         ;
  16 ; 135 ; P. ESTRELA   ;    72.50  ;     0.12  ;    32  ;     1     ;     1      ;     1         ;
  16 ; 139 ; CANDONGA     ;    29.75  ;     0.06  ;    23  ;     1     ;     1      ;     1         ;
  16 ; 143 ; AIMORES      ;   179.25  ;     1.82  ;    57  ;     1     ;     1      ;     1         ;
  16 ; 144 ; MASCARENHAS  ;    21.68  ;     0.11  ;    27  ;     1     ;     1      ;     1         ;
  16 ; 145 ; SUICA        ;     0.35  ;     0.00  ;    57  ;     1     ;     1      ;     1         ;
  16 ; 192 ; GUILMAN-AMOR ;    11.33  ;     0.02  ;    20  ;     1     ;     1      ;     1         ;
  16 ; 193 ; SA CARVALHO  ;     1.53  ;     0.02  ;    33  ;     1     ;     1      ;     1         ;
  16 ; 217 ; ROSAL        ;    17.19  ;     0.07  ;    51  ;     1     ;     1      ;     1         ;
  16 ; 279 ; SAMUEL       ;  2218.33  ;     4.90  ;    12  ;     1     ;     1      ;     1         ;
  16 ; 148 ; IRAPE        ;  4115.93  ;     4.91  ;    49  ;     1     ;     1      ;     1         ;
  16 ; 283 ; STA CLARA MG ;   148.40  ;     0.40  ;    53  ;     1     ;     1      ;     1         ;
  16 ; 001 ; CAMARGOS     ;   456.00  ;     2.16  ;    40  ;     1     ;     1      ;     1         ;
  16 ; 002 ; ITUTINGA     ;    10.64  ;     0.06  ;    40  ;     1     ;     1      ;     1         ;
  16 ; 006 ; FURNAS       ; 14341.50  ;    41.91  ;    40  ;     1     ;     1      ;     1         ;
  16 ; 007 ; M. DE MORAES ;  2790.00  ;     7.56  ;    37  ;     1     ;     1      ;     1         ;
  16 ; 008 ; ESTREITO     ;  1331.40  ;     1.77  ;    38  ;     1     ;     1      ;     1         ;
  16 ; 009 ; JAGUARA      ;   418.20  ;     1.49  ;    44  ;     1     ;     1      ;     1         ;
  16 ; 010 ; IGARAPAVA    ;   234.83  ;     2.50  ;    48  ;     1     ;     1      ;     1         ;
  16 ; 011 ; VOLTA GRANDE ;  2200.40  ;    10.48  ;    52  ;     1     ;     1      ;     1         ;
  16 ; 012 ; P. COLOMBIA  ;  1420.84  ;     7.91  ;    55  ;     1     ;     1      ;     1         ;
  16 ; 014 ; CACONDE      ;   303.00  ;     1.01  ;    49  ;     1     ;     1      ;     1         ;
  16 ; 015 ; E. DA CUNHA  ;    12.79  ;     0.04  ;    42  ;     1     ;     1      ;     1         ;
  16 ; 016 ; A.S.OLIVEIRA ;    22.75  ;     0.12  ;    45  ;     1     ;     1      ;     1         ;
  16 ; 017 ; MARIMBONDO   ;  3520.00  ;    17.71  ;    58  ;     1     ;     1      ;     1         ;
  16 ; 018 ; A. VERMELHA  ;  8440.50  ;    27.88  ;    53  ;     1     ;     1      ;     1         ;
  16 ; 034 ; I. SOLTEIRA  ; 18311.81  ;    62.99  ;    57  ;     1     ;     1      ;     1         ;
  16 ; 024 ; EMBORCACAO   ; 11197.00  ;    11.50  ;    36  ;     1     ;     1      ;     1         ;
  16 ; 025 ; NOVA PONTE   ;  7602.00  ;    11.87  ;    40  ;     1     ;     1      ;     1         ;
  16 ; 026 ; MIRANDA      ;  1047.00  ;     1.76  ;    37  ;     1     ;     1      ;     1         ;
  16 ; 030 ; CORUMBA I    ;   985.00  ;     1.64  ;    37  ;     1     ;     1      ;     1         ;
  16 ; 031 ; ITUMBIARA    ; 10800.00  ;    22.57  ;    42  ;     1     ;     1      ;     1         ;
  16 ; 032 ; CACH.DOURADA ;   464.97  ;     3.04  ;    44  ;     1     ;     1      ;     1         ;
  16 ; 033 ; SAO SIMAO    ;  9770.00  ;    24.55  ;    46  ;     1     ;     1      ;     1         ;
  16 ; 037 ; BARRA BONITA ;  1852.00  ;    14.79  ;    64  ;     1     ;     1      ;     1         ;
  16 ; 038 ; A.S. LIMA    ;   525.23  ;     4.00  ;    64  ;     1     ;     1      ;     1         ;
  16 ; 039 ; IBITINGA     ;   962.68  ;     7.23  ;    63  ;     1     ;     1      ;     1         ;
  16 ; 040 ; PROMISSAO    ;  6344.00  ;    30.77  ;    62  ;     1     ;     1      ;     1         ;
  16 ; 042 ; NAVANHANDAVA ;  2666.00  ;    12.72  ;    60  ;     1     ;     1      ;     1         ;
  16 ; 043 ; TRES IRMAOS  ; 11647.50  ;    41.59  ;    60  ;     1     ;     1      ;     1         ;
  16 ; 045 ; JUPIA        ;  3249.13  ;    18.97  ;    58  ;     1     ;     1      ;     1         ;
  16 ; 046 ; P. PRIMAVERA ; 16138.51  ;    73.88  ;    37  ;     1     ;     1      ;     1         ;
  16 ; 278 ; MANSO        ;  5861.50  ;    11.24  ;    34  ;     1     ;     1      ;     1         ;
  16 ; 047 ; A.A. LAYDNER ;  5425.50  ;    24.81  ;    64  ;     1     ;     1      ;     1         ;
  16 ; 049 ; CHAVANTES    ;  7274.50  ;    24.50  ;    70  ;     1     ;     1      ;     1         ;
  16 ; 050 ; L.N. GARCEZ  ;    39.01  ;     0.63  ;    54  ;     1     ;     1      ;     1         ;
  16 ; 051 ; CANOAS II    ;   144.69  ;     1.36  ;    58  ;     1     ;     1      ;     1         ;
  16 ; 052 ; CANOAS I     ;   205.82  ;     1.72  ;    59  ;     1     ;     1      ;     1         ;
  16 ; 061 ; CAPIVARA     ;  7678.00  ;    24.53  ;    54  ;     1     ;     1      ;     1         ;
  16 ; 062 ; TAQUARUCU    ;   649.62  ;     3.43  ;    46  ;     1     ;     1      ;     1         ;
  16 ; 063 ; ROSANA       ;  1847.58  ;     8.49  ;    39  ;     1     ;     1      ;     1         ;
  16 ; 057 ; MAUA         ;  1805.00  ;     4.51  ;    60  ;     1     ;     1      ;     1         ;
  16 ; 071 ; STA CLARA PR ;   300.00  ;     0.82  ;    53  ;     1     ;     1      ;     1         ;
  16 ; 072 ; FUNDAO       ;    34.48  ;     0.12  ;    64  ;     1     ;     1      ;     1         ;
  16 ; 074 ; G.B. MUNHOZ  ;  3876.50  ;     5.88  ;    61  ;     1     ;     1      ;     1         ;
  16 ; 083 ; BAIXO IGUACU ;   201.24  ;     1.75  ;    57  ;     1     ;     1      ;     1         ;
  16 ; 086 ; BARRA GRANDE ;  3808.12  ;     4.06  ;    55  ;     1     ;     1      ;     1         ;
  16 ; 088 ; SAO ROQUE    ;   566.19  ;     1.83  ;    53  ;     1     ;     1      ;     1         ;
  16 ; 089 ; GARIBALDI    ;   264.00  ;     1.27  ;    51  ;     1     ;     1      ;     1         ;
  16 ; 090 ; CAMPOS NOVOS ;  1398.50  ;     1.73  ;    55  ;     1     ;     1      ;     1         ;
  16 ; 091 ; MACHADINHO   ;  2811.50  ;     5.46  ;    77  ;     1     ;     1      ;     1         ;
  16 ; 092 ; ITA          ;  4924.26  ;     8.75  ;    62  ;     1     ;     1      ;     1         ;
  16 ; 093 ; PASSO FUNDO  ;   887.00  ;     8.64  ;    77  ;     1     ;     1      ;     1         ;
  16 ; 094 ; MONJOLINHO   ;   147.29  ;     0.33  ;    62  ;     1     ;     1      ;     1         ;
  16 ; 095 ; QUEBRA QUEIX ;   124.00  ;     0.36  ;    78  ;     1     ;     1      ;     1         ;
  16 ; 101 ; SAO JOSE     ;   178.85  ;     1.90  ;    81  ;     1     ;     1      ;     1         ;
  16 ; 102 ; PASSO S JOAO ;    95.99  ;     1.49  ;    75  ;     1     ;     1      ;     1         ;
  16 ; 103 ; FOZ CHAPECO  ;  1466.16  ;     4.52  ;    57  ;     1     ;     1      ;     1         ;
  16 ; 097 ; CASTRO ALVES ;    92.46  ;     0.27  ;    63  ;     1     ;     1      ;     1         ;
  16 ; 098 ; MONTE CLARO  ;    11.35  ;     0.11  ;    81  ;     1     ;     1      ;     1         ;
  16 ; 099 ; 14 DE JULHO  ;    55.42  ;     0.44  ;    81  ;     1     ;     1      ;     1         ;
  16 ; 110 ; ERNESTINA    ;   140.00  ;     2.26  ;    82  ;     1     ;     1      ;     1         ;
  16 ; 111 ; PASSO REAL   ;  1967.50  ;    10.49  ;    69  ;     1     ;     1      ;     1         ;
  16 ; 112 ; JACUI        ;    19.60  ;     0.41  ;    86  ;     1     ;     1      ;     1         ;
  16 ; 113 ; ITAUBA       ;   594.90  ;     1.16  ;    68  ;     1     ;     1      ;     1         ;
  16 ; 114 ; D. FRANCISCA ;   320.41  ;     1.25  ;    66  ;     1     ;     1      ;     1         ;
  16 ; 115 ; G.P. SOUZA   ;   101.00  ;     0.30  ;    38  ;     1     ;     1      ;     1         ;
  16 ; 215 ; SALTO PILAO  ;     0.28  ;     0.00  ;    22  ;     1     ;     1      ;     1         ;
  16 ; 073 ; JORDAO       ;    97.50  ;     0.07  ;    75  ;     1     ;     1      ;     1         ;
  16 ; 076 ; SEGREDO      ;  2756.00  ;     5.87  ;    76  ;     1     ;     1      ;     1         ;
  16 ; 077 ; SLT.SANTIAGO ;  4718.50  ;    12.84  ;    76  ;     1     ;     1      ;     1         ;
  16 ; 078 ; SALTO OSORIO ;  1090.90  ;     3.86  ;    69  ;     1     ;     1      ;     1         ;
  16 ; 082 ; SALTO CAXIAS ;  3472.49  ;     9.19  ;    65  ;     1     ;     1      ;     1         ;
  16 ; 169 ; SOBRADINHO   ; 19781.50  ;   156.02  ;    56  ;     1     ;     1      ;     1         ;
  16 ; 172 ; ITAPARICA    ;  9008.00  ;    25.09  ;    35  ;     1     ;     1      ;     1         ;
  16 ; 176 ; COMP PAF-MOX ;  1212.00  ;     7.46  ;    35  ;     1     ;     1      ;     1         ;
  16 ; 178 ; XINGO        ;  3773.00  ;     2.10  ;    35  ;     1     ;     1      ;     1         ;
  16 ; 294 ; FICT.QUEIMAD ;   326.12  ;     1.12  ;    33  ;     1     ;     1      ;     1         ;
  16 ; 295 ; FICT.TRES MA ; 11889.00  ;    33.73  ;    47  ;     1     ;     1      ;     1         ;
  16 ; 308 ; FICT.RETIRO  ;   221.15  ;     0.64  ;    30  ;     1     ;     1      ;     1         ;
  16 ; 154 ; ITAPEBI      ;  1613.07  ;     1.54  ;    25  ;     1     ;     1      ;     1         ;
  16 ; 298 ; FICT.IRAPE   ;  4115.93  ;     4.91  ;    49  ;     1     ;     1      ;     1         ;
  16 ; 189 ; P. CAVALO    ;  2663.00  ;     5.01  ;    45  ;     1     ;     1      ;     1         ;
  16 ; 190 ; B. ESPERANCA ;  4129.00  ;    15.45  ;    48  ;     1     ;     1      ;     1         ;
  16 ; 204 ; CACH.CALDEIR ;   225.34  ;     0.37  ;     8  ;     1     ;     1      ;     1         ;
  16 ; 267 ; ESTREITO TOC ;  4944.50  ;    -1.18  ;    -2  ;     1     ;     1      ;     1         ;
  16 ; 275 ; TUCURUI      ; 30784.00  ;     2.09  ;     1  ;     1     ;     1      ;     1         ;
  16 ; 277 ; BALBINA      ; 14859.06  ;    40.29  ;    19  ;     1     ;     1      ;     1         ;
  16 ; 280 ; COARACY NUNE ;   135.38  ;     0.44  ;    19  ;     1     ;     1      ;     1         ;
  16 ; 284 ; FERREIRA GOM ;   123.31  ;     0.20  ;    12  ;     1     ;     1      ;     1         ;
  16 ; 286 ; STO ANT JARI ;   133.09  ;     0.54  ;    17  ;     1     ;     1      ;     1         ;
  16 ; 291 ; FICT.SERRA M ; 23043.75  ;    22.35  ;    26  ;     1     ;     1      ;     1         ;
  16 ; 292 ; FICT.CANA BR ;  2237.79  ;     3.74  ;    27  ;     1     ;     1      ;     1         ;
  16 ; 302 ; FICT.LAJEADO ;  5003.06  ;     1.88  ;     3  ;     1     ;     1      ;     1         ;
  16 ; 303 ; FICT.PEIXE A ;  2476.85  ;     1.85  ;     7  ;     1     ;     1      ;     1         ;
  16 ; 306 ; FICT.SAO SAL ;   936.28  ;     2.18  ;    21  ;     1     ;     1      ;     1         ;
  16 ; 314 ; PIMENTAL     ;  2276.29  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  16 ; 272 ; CURUA-UNA    ;   367.50  ;     0.22  ;     3  ;     1     ;     1      ;     1         ;
  16 ; 288 ; BELO MONTE   ;  2276.29  ;     0.36  ;     1  ;     1     ;     1      ;     1         ;
  17 ; 004 ; FUNIL-GRANDE ;   265.86  ;     1.81  ;    48  ;     1     ;     1      ;     1         ;
  17 ; 020 ; BATALHA      ;  1105.83  ;     6.76  ;    66  ;     1     ;     1      ;     1         ;
  17 ; 021 ; SERRA FACAO  ;  3475.50  ;     8.65  ;    55  ;     1     ;     1      ;     1         ;
  17 ; 027 ; CAPIM BRANC1 ;   234.70  ;     1.59  ;    51  ;     1     ;     1      ;     1         ;
  17 ; 028 ; CAPIM BRANC2 ;   867.55  ;     2.98  ;    55  ;     1     ;     1      ;     1         ;
  17 ; 029 ; CORUMBA IV   ;  3322.30  ;     8.55  ;    56  ;     1     ;     1      ;     1         ;
  17 ; 048 ; PIRAJU       ;   105.42  ;     0.93  ;    73  ;     1     ;     1      ;     1         ;
  17 ; 066 ; ITAIPU       ; 27914.01  ;    77.91  ;    60  ;     1     ;     1      ;     1         ;
  17 ; 131 ; NILO PECANHA ;     9.00  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  17 ; 132 ; FONTES       ;   393.81  ;     0.00  ;     0  ;     1     ;     1      ;     1         ;
  17 ; 141 ; BAGUARI      ;    32.46  ;     0.97  ;    76  ;     1     ;     1      ;     1         ;
  17 ; 153 ; SAO DOMINGOS ;   131.30  ;     1.27  ;    67  ;     1     ;     1      ;     1         ;
  17 ; 155 ; RETIRO BAIXO ;   221.15  ;     0.96  ;    45  ;     1     ;     1      ;     1         ;
  17 ; 156 ; TRES MARIAS  ; 11889.00  ;    43.78  ;    61  ;     1     ;     1      ;     1         ;
  17 ; 162 ; QUEIMADO     ;   326.12  ;     1.99  ;    59  ;     1     ;     1      ;     1         ;
  17 ; 195 ; JAURU        ;    16.92  ;     0.07  ;    34  ;     1     ;     1      ;     1         ;
